2025-10-02 11:36:25,701 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 36mm < 100mm (TOO CLOSE)
2025-10-02 11:36:58,875 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 38mm < 100mm (TOO CLOSE)
2025-10-02 11:36:59,661 | INFO | app.session_manager | 📱 Showing scan prompt screen
2025-10-02 11:36:59,661 | INFO | app.backend.ws_client | Connecting to bridge websocket wss://mdai.mercle.ai/ws/hardware?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJwYWlyIiwianRpIjoiNDQ4MjczODRkY2QwNGUxN2E3ZDQ2NmQzMzQzNzM5NmUiLCJleHAiOjE3NTk0MDUxOTV9.fn3f7ghL0296BeG_Qn_4Zq8zsIGFKz0umAGpeql1XsY
2025-10-02 11:36:59,946 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:37:00,546 | INFO | app.session_manager | 📱 QR code displayed - waiting for mobile app
2025-10-02 11:37:00,547 | INFO | app.session_manager | ⏳ Waiting for mobile app connection (timeout=175.0s)
2025-10-02 11:37:00,555 | INFO | app.session_manager | Bridge message received: joined
2025-10-02 11:37:01,079 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 69mm < 100mm (TOO CLOSE)
2025-10-02 11:37:01,162 | WARNING | app.session_manager | 🚶 User walked away for 3.0s - cancelling session
2025-10-02 11:37:01,163 | INFO | app.session_manager | ⚠️ Session cancelled (user walked away)
2025-10-02 11:37:01,163 | INFO | app.session_manager | 📷 Camera deactivated in cleanup
2025-10-02 11:37:01,451 | INFO | app.session_manager | 🔄 Session cleaned up, returning to idle
2025-10-02 11:37:02,219 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 52mm < 100mm (TOO CLOSE)
2025-10-02 11:37:03,358 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 50mm < 100mm (TOO CLOSE)
2025-10-02 11:37:04,361 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 41mm < 100mm (TOO CLOSE)
2025-10-02 11:37:04,796 | INFO | app.session_manager | 👆 ToF triggered (distance=100mm in range 100-500mm) - starting session
2025-10-02 11:37:04,796 | INFO | app.backend.http_client | bridge.issue_token: requesting new hardware token
2025-10-02 11:37:05,366 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 112mm 100-500mm (TRIGGER)
2025-10-02 11:37:05,642 | INFO | httpx | HTTP Request: POST https://mdai.mercle.ai/auth "HTTP/1.1 200 OK"
2025-10-02 11:37:05,645 | INFO | app.session_manager | 📱 Token issued: eyJhbGciOiJI... (expires in 180s)
2025-10-02 11:37:06,506 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 147mm 100-500mm (TRIGGER)
2025-10-02 11:37:07,642 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 157mm 100-500mm (TRIGGER)
2025-10-02 11:37:07,796 | INFO | app.session_manager | 👋 Showing hello human screen (3.0s)
2025-10-02 11:37:08,494 | INFO | app.session_manager | ToF: distance=5000mm, phase=hello_human, range=100-500mm
2025-10-02 11:37:08,495 | INFO | app.session_manager | ⚠️ User moved too far (distance=5000mm, valid range 100-500mm) - will cancel in 3.0s...
2025-10-02 11:37:08,780 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 39mm < 100mm (TOO CLOSE)
2025-10-02 11:37:09,297 | INFO | app.session_manager | 📱 Showing scan prompt screen
2025-10-02 11:37:09,298 | INFO | app.backend.ws_client | Connecting to bridge websocket wss://mdai.mercle.ai/ws/hardware?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJwYWlyIiwianRpIjoiMmU1ZTk3MGJjY2YzNDQ3ODljNjFmMDc1NDBiMTE4NDgiLCJleHAiOjE3NTk0MDUyMDV9.P0ktljTKjq-vYIgzzA9dubWe47D8D3DVHST2ctH5Quo
2025-10-02 11:37:09,867 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 27mm < 100mm (TOO CLOSE)
2025-10-02 11:37:10,190 | INFO | app.session_manager | 📱 QR code displayed - waiting for mobile app
2025-10-02 11:37:10,190 | INFO | app.session_manager | ⏳ Waiting for mobile app connection (timeout=175.0s)
2025-10-02 11:37:10,190 | INFO | app.session_manager | Bridge message received: joined
2025-10-02 11:37:11,002 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 80mm < 100mm (TOO CLOSE)
2025-10-02 11:37:11,496 | WARNING | app.session_manager | 🚶 User walked away for 3.0s - cancelling session
2025-10-02 11:37:11,496 | INFO | app.session_manager | ⚠️ Session cancelled (user walked away)
2025-10-02 11:37:11,496 | INFO | app.session_manager | 📷 Camera deactivated in cleanup
2025-10-02 11:37:11,783 | INFO | app.session_manager | 🔄 Session cleaned up, returning to idle
2025-10-02 11:37:12,139 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 45mm < 100mm (TOO CLOSE)
2025-10-02 11:37:13,282 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 63mm < 100mm (TOO CLOSE)
2025-10-02 11:37:14,286 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 54mm < 100mm (TOO CLOSE)
2025-10-02 11:37:15,293 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 30mm < 100mm (TOO CLOSE)
2025-10-02 11:37:16,434 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 88mm < 100mm (TOO CLOSE)
2025-10-02 11:37:17,437 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 40mm < 100mm (TOO CLOSE)
2025-10-02 11:37:18,452 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 87mm < 100mm (TOO CLOSE)
2025-10-02 11:37:19,467 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 28mm < 100mm (TOO CLOSE)
2025-10-02 11:37:20,610 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:37:21,613 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 57mm < 100mm (TOO CLOSE)
2025-10-02 11:37:22,752 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:37:23,889 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:37:25,026 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:37:26,032 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 28mm < 100mm (TOO CLOSE)
2025-10-02 11:37:27,033 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 40mm < 100mm (TOO CLOSE)
2025-10-02 11:37:28,173 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:37:29,177 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 27mm < 100mm (TOO CLOSE)
2025-10-02 11:37:30,311 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 69mm < 100mm (TOO CLOSE)
2025-10-02 11:37:31,450 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 49mm < 100mm (TOO CLOSE)
2025-10-02 11:37:32,586 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 59mm < 100mm (TOO CLOSE)
2025-10-02 11:37:33,728 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 34mm < 100mm (TOO CLOSE)
2025-10-02 11:37:34,869 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 105mm 100-500mm (TRIGGER)
2025-10-02 11:37:34,869 | INFO | app.session_manager | 👆 ToF triggered (distance=105mm in range 100-500mm) - starting session
2025-10-02 11:37:34,870 | INFO | app.backend.http_client | bridge.issue_token: requesting new hardware token
2025-10-02 11:37:35,706 | INFO | httpx | HTTP Request: POST https://mdai.mercle.ai/auth "HTTP/1.1 200 OK"
2025-10-02 11:37:35,708 | INFO | app.session_manager | 📱 Token issued: eyJhbGciOiJI... (expires in 180s)
2025-10-02 11:37:35,906 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 123mm 100-500mm (TRIGGER)
2025-10-02 11:37:36,908 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 119mm 100-500mm (TRIGGER)
2025-10-02 11:37:37,871 | INFO | app.session_manager | 👋 Showing hello human screen (3.0s)
2025-10-02 11:37:38,045 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 116mm 100-500mm (TRIGGER)
2025-10-02 11:37:39,183 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 113mm 100-500mm (TRIGGER)
2025-10-02 11:37:39,372 | INFO | app.session_manager | 📱 Showing scan prompt screen
2025-10-02 11:37:39,372 | INFO | app.backend.ws_client | Connecting to bridge websocket wss://mdai.mercle.ai/ws/hardware?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJwYWlyIiwianRpIjoiZGYyNzk5ZmZhN2EzNDQ4ZGExY2ZjOTg2Mjk4YmUyNjQiLCJleHAiOjE3NTk0MDUyMzV9.ICRRpxfV7P1sxxIrEtnQTvvZjmcmW4ODhpoA0TyzQdI
2025-10-02 11:37:40,232 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 113mm 100-500mm (TRIGGER)
2025-10-02 11:37:40,378 | INFO | app.session_manager | 📱 QR code displayed - waiting for mobile app
2025-10-02 11:37:40,378 | INFO | app.session_manager | ⏳ Waiting for mobile app connection (timeout=175.0s)
2025-10-02 11:37:40,378 | INFO | app.session_manager | Bridge message received: joined
2025-10-02 11:37:41,365 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 112mm 100-500mm (TRIGGER)
2025-10-02 11:37:42,501 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 112mm 100-500mm (TRIGGER)
2025-10-02 11:37:43,635 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 114mm 100-500mm (TRIGGER)
2025-10-02 11:37:44,769 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 113mm 100-500mm (TRIGGER)
2025-10-02 11:37:45,903 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 111mm 100-500mm (TRIGGER)
2025-10-02 11:37:47,038 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 112mm 100-500mm (TRIGGER)
2025-10-02 11:37:48,173 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 110mm 100-500mm (TRIGGER)
2025-10-02 11:37:49,307 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 110mm 100-500mm (TRIGGER)
2025-10-02 11:37:50,441 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 107mm 100-500mm (TRIGGER)
2025-10-02 11:37:51,431 | INFO | app.session_manager | ToF: distance=5000mm, phase=qr_display, range=100-500mm
2025-10-02 11:37:51,432 | INFO | app.session_manager | ⚠️ User moved too far (distance=5000mm, valid range 100-500mm) - will cancel in 3.0s...
2025-10-02 11:37:51,576 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 59mm < 100mm (TOO CLOSE)
2025-10-02 11:37:52,718 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 22mm < 100mm (TOO CLOSE)
2025-10-02 11:37:53,853 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:37:54,432 | WARNING | app.session_manager | 🚶 User walked away for 3.0s - cancelling session
2025-10-02 11:37:54,432 | INFO | app.session_manager | ⚠️ Session cancelled (user walked away)
2025-10-02 11:37:54,433 | INFO | app.session_manager | 📷 Camera deactivated in cleanup
2025-10-02 11:37:54,741 | INFO | app.session_manager | 🔄 Session cleaned up, returning to idle
2025-10-02 11:37:54,988 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:37:56,126 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 58mm < 100mm (TOO CLOSE)
2025-10-02 11:37:57,266 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 39mm < 100mm (TOO CLOSE)
2025-10-02 11:37:58,402 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:37:59,538 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:00,542 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 56mm < 100mm (TOO CLOSE)
2025-10-02 11:38:01,678 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:02,820 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:03,821 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:04,960 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 61mm < 100mm (TOO CLOSE)
2025-10-02 11:38:06,094 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:07,236 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:08,375 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 22mm < 100mm (TOO CLOSE)
2025-10-02 11:38:09,512 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 51mm < 100mm (TOO CLOSE)
2025-10-02 11:38:10,652 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 47mm < 100mm (TOO CLOSE)
2025-10-02 11:38:11,789 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 28mm < 100mm (TOO CLOSE)
2025-10-02 11:38:12,796 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 22mm < 100mm (TOO CLOSE)
2025-10-02 11:38:13,807 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:14,943 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 38mm < 100mm (TOO CLOSE)
2025-10-02 11:38:16,080 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 29mm < 100mm (TOO CLOSE)
2025-10-02 11:38:17,218 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 30mm < 100mm (TOO CLOSE)
2025-10-02 11:38:18,356 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 25mm < 100mm (TOO CLOSE)
2025-10-02 11:38:19,496 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 56mm < 100mm (TOO CLOSE)
2025-10-02 11:38:20,633 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:21,770 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 55mm < 100mm (TOO CLOSE)
2025-10-02 11:38:22,904 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 67mm < 100mm (TOO CLOSE)
2025-10-02 11:38:24,045 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:25,181 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:26,319 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:27,457 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:28,595 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 22mm < 100mm (TOO CLOSE)
2025-10-02 11:38:29,730 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:30,868 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:31,872 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:33,013 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:34,153 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:35,287 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:36,425 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 29mm < 100mm (TOO CLOSE)
2025-10-02 11:38:37,561 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:38,695 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:39,831 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:40,968 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:42,101 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 29mm < 100mm (TOO CLOSE)
2025-10-02 11:38:43,236 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:44,373 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 59mm < 100mm (TOO CLOSE)
2025-10-02 11:38:45,513 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:38:46,654 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:47,792 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:48,928 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 25mm < 100mm (TOO CLOSE)
2025-10-02 11:38:49,930 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:38:51,069 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 42mm < 100mm (TOO CLOSE)
2025-10-02 11:38:52,203 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 60mm < 100mm (TOO CLOSE)
2025-10-02 11:38:53,208 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 39mm < 100mm (TOO CLOSE)
2025-10-02 11:38:54,343 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 24mm < 100mm (TOO CLOSE)
2025-10-02 11:38:55,482 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 25mm < 100mm (TOO CLOSE)
2025-10-02 11:38:56,620 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 22mm < 100mm (TOO CLOSE)
2025-10-02 11:38:57,758 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 22mm < 100mm (TOO CLOSE)
2025-10-02 11:38:58,895 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 32mm < 100mm (TOO CLOSE)
2025-10-02 11:39:00,033 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 55mm < 100mm (TOO CLOSE)
2025-10-02 11:39:01,172 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 41mm < 100mm (TOO CLOSE)
2025-10-02 11:39:02,310 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:39:03,449 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 22mm < 100mm (TOO CLOSE)
2025-10-02 11:39:04,586 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 21mm < 100mm (TOO CLOSE)
2025-10-02 11:39:05,723 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 62mm < 100mm (TOO CLOSE)
2025-10-02 11:39:06,862 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 42mm < 100mm (TOO CLOSE)
2025-10-02 11:39:08,002 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 54mm < 100mm (TOO CLOSE)
2025-10-02 11:39:09,004 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 37mm < 100mm (TOO CLOSE)
2025-10-02 11:39:10,142 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 29mm < 100mm (TOO CLOSE)
2025-10-02 11:39:11,279 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 48mm < 100mm (TOO CLOSE)
2025-10-02 11:39:12,415 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 34mm < 100mm (TOO CLOSE)
2025-10-02 11:39:13,556 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 47mm < 100mm (TOO CLOSE)
2025-10-02 11:39:14,693 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 24mm < 100mm (TOO CLOSE)
2025-10-02 11:39:15,829 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 37mm < 100mm (TOO CLOSE)
2025-10-02 11:39:16,965 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:39:18,101 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 20mm < 100mm (TOO CLOSE)
2025-10-02 11:39:19,239 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 63mm < 100mm (TOO CLOSE)
2025-10-02 11:39:20,378 | INFO | app.sensors.python_tof | 📏 Python ToF reading: 56mm < 100mm (TOO CLOSE)
